raw_row_number,date,time,location,county_name,subject_age,subject_race,subject_sex,officer_id_hash,department_name,type,arrest_made,citation_issued,warning_issued,outcome,contraband_found,contraband_drugs,contraband_weapons,frisk_performed,search_conducted,search_person,search_vehicle,search_basis,reason_for_frisk,reason_for_search,reason_for_stop,raw_Ethnicity,raw_Race,raw_action_description
19179133,2015-03-23,12:20:00,"nan, Durham County",Durham County,21,black,female,dc39dfde29,Durham Police Department,vehicular,FALSE,TRUE,FALSE,citation,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Speed Limit Violation,N,B,Citation Issued
19179376,2015-03-23,10:35:00,"nan, Durham County",Durham County,71,black,female,dc39dfde29,Durham Police Department,vehicular,FALSE,FALSE,TRUE,warning,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Speed Limit Violation,N,B,Verbal Warning
19179377,2015-03-23,11:13:00,"nan, Durham County",Durham County,45,white,male,dc39dfde29,Durham Police Department,vehicular,FALSE,FALSE,TRUE,warning,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Speed Limit Violation,N,W,Verbal Warning
19179378,2015-03-23,11:40:00,"nan, Durham County",Durham County,29,hispanic,female,dc39dfde29,Durham Police Department,vehicular,FALSE,FALSE,TRUE,warning,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Speed Limit Violation,H,W,Verbal Warning
19179379,2015-03-23,11:45:00,"nan, Durham County",Durham County,45,black,male,dc39dfde29,Durham Police Department,vehicular,FALSE,TRUE,FALSE,citation,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Speed Limit Violation,N,B,Citation Issued
19179380,2015-03-23,00:05:00,"nan, Durham County",Durham County,19,black,male,dc39dfde29,Durham Police Department,vehicular,FALSE,TRUE,FALSE,citation,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Speed Limit Violation,N,B,Citation Issued
19179381,2015-03-23,16:03:00,"nan, Durham County",Durham County,25,black,male,1dadfae83d,Durham Police Department,vehicular,FALSE,TRUE,FALSE,citation,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Checkpoint,N,B,Citation Issued
19179382,2015-03-23,18:51:00,"nan, Durham County",Durham County,19,black,male,c0b31bf1de,Durham Police Department,vehicular,FALSE,TRUE,FALSE,citation,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Speed Limit Violation,N,B,Citation Issued
19179383,2015-03-23,20:26:00,"nan, Durham County",Durham County,25,black,male,6f9e0c6a10,Durham Police Department,vehicular,FALSE,FALSE,TRUE,warning,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Vehicle Regulatory Violation,N,B,Verbal Warning
19179384,2015-03-23,20:40:00,"nan, Durham County",Durham County,60,white,male,6f9e0c6a10,Durham Police Department,vehicular,FALSE,FALSE,TRUE,warning,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Vehicle Regulatory Violation,N,W,Verbal Warning
19179385,2015-03-23,22:55:00,"nan, Durham County",Durham County,31,black,female,a4d178e9f0,Durham Police Department,vehicular,FALSE,FALSE,TRUE,warning,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Vehicle Equipment Violation,N,B,Verbal Warning
19179386,2015-03-23,23:12:00,"nan, Durham County",Durham County,36,black,male,c0b31bf1de,Durham Police Department,vehicular,FALSE,TRUE,FALSE,citation,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Speed Limit Violation,N,B,Citation Issued
19179387,2015-03-23,23:25:00,"nan, Durham County",Durham County,22,asian/pacific islander,female,117ed703a3,Durham Police Department,vehicular,FALSE,FALSE,TRUE,warning,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Speed Limit Violation,N,A,Verbal Warning
19179388,2015-03-23,23:53:00,"nan, Durham County",Durham County,20,black,male,3190f7fb63,Durham Police Department,vehicular,FALSE,TRUE,FALSE,citation,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Vehicle Regulatory Violation,N,B,Citation Issued
19179389,2015-03-23,22:08:00,"nan, Durham County",Durham County,35,hispanic,male,6f9e0c6a10,Durham Police Department,vehicular,FALSE,FALSE,TRUE,warning,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Vehicle Regulatory Violation,H,W,Verbal Warning
19179399,2015-03-23,20:13:00,"nan, Durham County",Durham County,25,black,female,b942632983,Durham Police Department,vehicular,FALSE,TRUE,FALSE,citation,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Speed Limit Violation,N,B,Citation Issued
19179400,2015-03-23,20:00:00,"nan, Durham County",Durham County,21,white,male,b942632983,Durham Police Department,vehicular,FALSE,TRUE,FALSE,citation,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Speed Limit Violation,N,W,Citation Issued
19179401,2015-03-23,23:02:00,"nan, Durham County",Durham County,38,black,male,b942632983,Durham Police Department,vehicular,FALSE,TRUE,FALSE,citation,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Speed Limit Violation,N,B,Citation Issued
19179402,2015-03-23,23:14:00,"nan, Durham County",Durham County,44,white,male,b942632983,Durham Police Department,vehicular,FALSE,FALSE,TRUE,warning,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Vehicle Equipment Violation,N,W,Verbal Warning
19179403,2015-03-23,23:34:00,"nan, Durham County",Durham County,29,black,male,b942632983,Durham Police Department,vehicular,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Speed Limit Violation,N,B,No Action Taken
19179404,2015-03-23,23:47:00,"nan, Durham County",Durham County,46,black,female,b942632983,Durham Police Department,vehicular,FALSE,FALSE,TRUE,warning,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Speed Limit Violation,N,B,Verbal Warning
19179407,2015-03-23,11:00:00,"nan, Durham County",Durham County,37,black,male,43406b8355,Durham Police Department,vehicular,FALSE,TRUE,FALSE,citation,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Speed Limit Violation,N,B,Citation Issued
19179408,2015-03-23,17:25:00,"nan, Durham County",Durham County,42,white,female,43406b8355,Durham Police Department,vehicular,FALSE,TRUE,FALSE,citation,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Speed Limit Violation,N,W,Citation Issued
19179427,2015-03-23,22:40:00,"nan, Durham County",Durham County,27,black,male,911d189236,Durham Police Department,vehicular,FALSE,FALSE,TRUE,warning,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Stop Light/Sign Violation,N,B,Verbal Warning
19180689,2015-03-23,11:00:00,"nan, Durham County",Durham County,33,black,male,3f32c9743a,Durham Police Department,vehicular,FALSE,FALSE,TRUE,warning,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,probable cause,NA,Suspicious Movement,Safe Movement Violation,N,B,Verbal Warning
19179152,2015-03-24,22:00:00,"nan, Durham County",Durham County,38,hispanic,male,117ed703a3,Durham Police Department,vehicular,FALSE,FALSE,TRUE,warning,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Vehicle Equipment Violation,H,W,Written Warning
19179390,2015-03-24,00:32:00,"nan, Durham County",Durham County,40,black,male,c0b31bf1de,Durham Police Department,vehicular,FALSE,FALSE,TRUE,warning,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Speed Limit Violation,N,B,Verbal Warning
19179391,2015-03-24,01:07:00,"nan, Durham County",Durham County,41,black,male,c0b31bf1de,Durham Police Department,vehicular,FALSE,TRUE,FALSE,citation,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Speed Limit Violation,N,B,Citation Issued
19179392,2015-03-24,02:00:00,"nan, Durham County",Durham County,50,black,male,3dc8602d15,Durham Police Department,vehicular,FALSE,FALSE,TRUE,warning,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Vehicle Equipment Violation,N,B,Verbal Warning
19179393,2015-03-24,02:02:00,"nan, Durham County",Durham County,22,black,male,c6d56079f3,Durham Police Department,vehicular,FALSE,TRUE,FALSE,citation,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Vehicle Regulatory Violation,N,B,Citation Issued
19179394,2015-03-24,02:10:00,"nan, Durham County",Durham County,27,black,female,b12df7c80f,Durham Police Department,vehicular,FALSE,TRUE,FALSE,citation,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Vehicle Equipment Violation,N,B,Citation Issued
19179396,2015-03-24,08:05:00,"nan, Durham County",Durham County,45,black,female,987d525be1,Durham Police Department,vehicular,FALSE,TRUE,FALSE,citation,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Stop Light/Sign Violation,N,B,Citation Issued
19179397,2015-03-24,09:30:00,"nan, Durham County",Durham County,28,black,female,f6b9c2fe4d,Durham Police Department,vehicular,FALSE,TRUE,FALSE,citation,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Vehicle Regulatory Violation,N,B,Citation Issued
19179398,2015-03-24,10:45:00,"nan, Durham County",Durham County,37,white,male,3f32c9743a,Durham Police Department,vehicular,FALSE,FALSE,TRUE,warning,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Safe Movement Violation,N,W,Verbal Warning
19179405,2015-03-24,11:30:00,"nan, Durham County",Durham County,23,white,male,3f32c9743a,Durham Police Department,vehicular,FALSE,FALSE,TRUE,warning,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Safe Movement Violation,N,W,Verbal Warning
19179406,2015-03-24,11:33:00,"nan, Durham County",Durham County,61,black,male,8ef9f66075,Durham Police Department,vehicular,FALSE,FALSE,TRUE,warning,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Vehicle Regulatory Violation,N,B,Verbal Warning
19179409,2015-03-24,08:35:00,"nan, Durham County",Durham County,24,asian/pacific islander,male,43406b8355,Durham Police Department,vehicular,FALSE,TRUE,FALSE,citation,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Speed Limit Violation,N,A,Citation Issued
19179410,2015-03-24,12:30:00,"nan, Durham County",Durham County,22,white,female,43406b8355,Durham Police Department,vehicular,FALSE,TRUE,FALSE,citation,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Speed Limit Violation,N,W,Citation Issued
19179411,2015-03-24,07:40:00,"nan, Durham County",Durham County,22,hispanic,male,1dadfae83d,Durham Police Department,vehicular,FALSE,TRUE,FALSE,citation,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Speed Limit Violation,H,W,Citation Issued
19179412,2015-03-24,06:46:00,"nan, Durham County",Durham County,40,hispanic,male,1dadfae83d,Durham Police Department,vehicular,FALSE,TRUE,FALSE,citation,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Speed Limit Violation,H,W,Citation Issued
19179413,2015-03-24,07:10:00,"nan, Durham County",Durham County,29,black,female,1dadfae83d,Durham Police Department,vehicular,FALSE,TRUE,FALSE,citation,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Speed Limit Violation,N,B,Citation Issued
19179414,2015-03-24,12:40:00,"nan, Durham County",Durham County,29,black,female,9914d15a92,Durham Police Department,vehicular,FALSE,FALSE,TRUE,warning,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Vehicle Regulatory Violation,N,B,Verbal Warning
19179415,2015-03-24,07:12:00,"nan, Durham County",Durham County,22,black,female,3fc181b2d9,Durham Police Department,vehicular,FALSE,FALSE,TRUE,warning,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Speed Limit Violation,N,B,Verbal Warning
19179416,2015-03-24,09:08:00,"nan, Durham County",Durham County,51,black,female,3fc181b2d9,Durham Police Department,vehicular,FALSE,FALSE,TRUE,warning,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Speed Limit Violation,N,B,Verbal Warning
19179417,2015-03-24,16:00:00,"nan, Durham County",Durham County,21,black,female,62d44a9dc8,Durham Police Department,vehicular,FALSE,FALSE,TRUE,warning,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Stop Light/Sign Violation,N,B,Verbal Warning
19179418,2015-03-24,16:08:00,"nan, Durham County",Durham County,48,other,male,cfb9fe8471,Durham Police Department,vehicular,FALSE,FALSE,TRUE,warning,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Vehicle Regulatory Violation,N,I,Verbal Warning
19179419,2015-03-24,16:31:00,"nan, Durham County",Durham County,23,white,male,cfb9fe8471,Durham Police Department,vehicular,FALSE,FALSE,TRUE,warning,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Vehicle Regulatory Violation,N,W,Written Warning
19179420,2015-03-24,17:00:00,"nan, Durham County",Durham County,38,white,female,b44d35ccda,Durham Police Department,vehicular,FALSE,TRUE,FALSE,citation,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Vehicle Regulatory Violation,N,W,Citation Issued
19179421,2015-03-24,16:30:00,"nan, Durham County",Durham County,53,white,male,b44d35ccda,Durham Police Department,vehicular,FALSE,FALSE,TRUE,warning,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Safe Movement Violation,N,W,Verbal Warning
19179422,2015-03-24,14:40:00,"nan, Durham County",Durham County,34,hispanic,male,3f32c9743a,Durham Police Department,vehicular,FALSE,FALSE,TRUE,warning,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Speed Limit Violation,H,B,Verbal Warning
19179423,2015-03-24,16:00:00,"nan, Durham County",Durham County,24,black,male,3f32c9743a,Durham Police Department,vehicular,FALSE,FALSE,TRUE,warning,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Safe Movement Violation,N,B,Verbal Warning
19179424,2015-03-24,17:30:00,"nan, Durham County",Durham County,32,black,male,3f32c9743a,Durham Police Department,vehicular,FALSE,FALSE,TRUE,warning,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Speed Limit Violation,N,B,Verbal Warning
19179425,2015-03-24,17:50:00,"nan, Durham County",Durham County,36,white,male,3f32c9743a,Durham Police Department,vehicular,FALSE,FALSE,TRUE,warning,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Safe Movement Violation,N,W,Verbal Warning
19179426,2015-03-24,17:59:00,"nan, Durham County",Durham County,41,white,male,99c49e1fd1,Durham Police Department,vehicular,FALSE,FALSE,TRUE,warning,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Vehicle Regulatory Violation,N,W,Verbal Warning
19179428,2015-03-24,20:10:00,"nan, Durham County",Durham County,33,hispanic,male,b12df7c80f,Durham Police Department,vehicular,FALSE,TRUE,FALSE,citation,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Stop Light/Sign Violation,H,W,Citation Issued
19179429,2015-03-24,20:55:00,"nan, Durham County",Durham County,36,hispanic,female,7c4673a6eb,Durham Police Department,vehicular,FALSE,FALSE,TRUE,warning,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Vehicle Regulatory Violation,H,W,Verbal Warning
19179430,2015-03-24,21:10:00,"nan, Durham County",Durham County,65,black,male,b12df7c80f,Durham Police Department,vehicular,FALSE,FALSE,TRUE,warning,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Safe Movement Violation,N,B,Verbal Warning
19179431,2015-03-24,21:42:00,"nan, Durham County",Durham County,23,black,male,c0b31bf1de,Durham Police Department,vehicular,FALSE,TRUE,FALSE,citation,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Speed Limit Violation,N,B,Citation Issued
19179432,2015-03-24,22:40:00,"nan, Durham County",Durham County,22,black,male,2436010c24,Durham Police Department,vehicular,FALSE,TRUE,FALSE,citation,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Safe Movement Violation,N,B,Citation Issued
19179433,2015-03-24,23:30:00,"nan, Durham County",Durham County,19,white,male,a4d178e9f0,Durham Police Department,vehicular,FALSE,TRUE,FALSE,citation,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Speed Limit Violation,N,W,Citation Issued
19179434,2015-03-24,22:43:00,"nan, Durham County",Durham County,18,hispanic,male,c0b31bf1de,Durham Police Department,vehicular,FALSE,TRUE,FALSE,citation,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Speed Limit Violation,H,W,Citation Issued
19179435,2015-03-24,22:31:00,"nan, Durham County",Durham County,28,black,male,0be19c2051,Durham Police Department,vehicular,FALSE,TRUE,FALSE,citation,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Speed Limit Violation,N,B,Citation Issued
19179437,2015-03-24,23:04:00,"nan, Durham County",Durham County,30,white,female,b942632983,Durham Police Department,vehicular,FALSE,TRUE,FALSE,citation,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Speed Limit Violation,N,W,Citation Issued
19179438,2015-03-24,21:59:00,"nan, Durham County",Durham County,24,black,male,b942632983,Durham Police Department,vehicular,FALSE,TRUE,FALSE,citation,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Speed Limit Violation,N,B,Citation Issued
19179440,2015-03-24,19:40:00,"nan, Durham County",Durham County,34,black,male,911d189236,Durham Police Department,vehicular,FALSE,FALSE,TRUE,warning,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Vehicle Regulatory Violation,N,B,Verbal Warning
19179441,2015-03-24,20:25:00,"nan, Durham County",Durham County,34,hispanic,female,911d189236,Durham Police Department,vehicular,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Investigation,H,B,No Action Taken
19179453,2015-03-24,16:34:00,"nan, Durham County",Durham County,45,white,male,2c1f8adf94,Durham Police Department,vehicular,FALSE,FALSE,TRUE,warning,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Vehicle Regulatory Violation,N,W,Verbal Warning
19179467,2015-03-24,21:55:00,"nan, Durham County",Durham County,37,hispanic,female,45a23d6caf,Durham Police Department,vehicular,FALSE,FALSE,TRUE,warning,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Safe Movement Violation,H,W,Verbal Warning
19179468,2015-03-24,22:24:00,"nan, Durham County",Durham County,50,black,female,45a23d6caf,Durham Police Department,vehicular,FALSE,TRUE,FALSE,citation,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Speed Limit Violation,N,B,Citation Issued
19179472,2015-03-24,12:50:00,"nan, Durham County",Durham County,16,white,male,d9295e99d8,Durham Police Department,vehicular,FALSE,TRUE,FALSE,citation,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Speed Limit Violation,N,W,Citation Issued
19179473,2015-03-24,13:35:00,"nan, Durham County",Durham County,17,white,female,d9295e99d8,Durham Police Department,vehicular,FALSE,TRUE,FALSE,citation,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Speed Limit Violation,N,W,Citation Issued
19180237,2015-03-24,14:20:00,"nan, Durham County",Durham County,42,white,female,43406b8355,Durham Police Department,vehicular,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Safe Movement Violation,N,W,No Action Taken
19180701,2015-03-24,16:33:00,"nan, Durham County",Durham County,34,black,male,9914d15a92,Durham Police Department,vehicular,FALSE,FALSE,TRUE,warning,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,consent,NA,Erratic/Suspicious Behavior|Observation of Suspected Contraband,Vehicle Equipment Violation,N,B,Verbal Warning
19180702,2015-03-24,15:30:00,"nan, Durham County",Durham County,33,black,male,3f32c9743a,Durham Police Department,vehicular,FALSE,FALSE,TRUE,warning,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,probable cause,NA,Observation of Suspected Contraband,Safe Movement Violation,N,B,Written Warning
19180703,2015-03-24,21:10:00,"nan, Durham County",Durham County,25,black,female,7c4673a6eb,Durham Police Department,vehicular,FALSE,TRUE,FALSE,citation,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,probable cause,NA,Observation of Suspected Contraband,Vehicle Equipment Violation,N,B,Citation Issued
19179145,2015-03-25,10:40:00,"nan, Durham County",Durham County,30,black,male,3f32c9743a,Durham Police Department,vehicular,FALSE,FALSE,TRUE,warning,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Other Motor Vehicle Violation,N,B,Verbal Warning
19179436,2015-03-25,00:21:00,"nan, Durham County",Durham County,24,black,male,0be19c2051,Durham Police Department,vehicular,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Vehicle Equipment Violation,N,B,No Action Taken
19179439,2015-03-25,02:47:00,"nan, Durham County",Durham County,25,hispanic,male,c0b31bf1de,Durham Police Department,vehicular,FALSE,TRUE,FALSE,citation,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Speed Limit Violation,H,W,Citation Issued
19179442,2015-03-25,02:40:00,"nan, Durham County",Durham County,48,black,male,911d189236,Durham Police Department,vehicular,FALSE,FALSE,TRUE,warning,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Vehicle Equipment Violation,N,B,Verbal Warning
19179443,2015-03-25,02:54:00,"nan, Durham County",Durham County,34,black,female,e8959745e5,Durham Police Department,vehicular,FALSE,FALSE,TRUE,warning,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Vehicle Equipment Violation,N,B,Verbal Warning
19179444,2015-03-25,03:30:00,"nan, Durham County",Durham County,28,white,male,c0b31bf1de,Durham Police Department,vehicular,FALSE,TRUE,FALSE,citation,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Speed Limit Violation,N,W,Citation Issued
19179445,2015-03-25,04:05:00,"nan, Durham County",Durham County,56,white,male,a4d178e9f0,Durham Police Department,vehicular,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Investigation,N,W,No Action Taken
19179446,2015-03-25,02:04:00,"nan, Durham County",Durham County,20,hispanic,female,b942632983,Durham Police Department,vehicular,FALSE,TRUE,FALSE,citation,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Speed Limit Violation,H,W,Citation Issued
19179447,2015-03-25,02:45:00,"nan, Durham County",Durham County,23,black,female,b942632983,Durham Police Department,vehicular,FALSE,TRUE,FALSE,citation,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Speed Limit Violation,N,B,Citation Issued
19179448,2015-03-25,07:35:00,"nan, Durham County",Durham County,55,black,female,91822b2dfe,Durham Police Department,vehicular,FALSE,TRUE,FALSE,citation,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Speed Limit Violation,N,B,Citation Issued
19179449,2015-03-25,08:01:00,"nan, Durham County",Durham County,36,white,female,91822b2dfe,Durham Police Department,vehicular,FALSE,TRUE,FALSE,citation,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Speed Limit Violation,N,W,Citation Issued
19179450,2015-03-25,08:15:00,"nan, Durham County",Durham County,22,hispanic,male,66d40ef643,Durham Police Department,vehicular,FALSE,TRUE,FALSE,citation,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Speed Limit Violation,H,W,Citation Issued
19179451,2015-03-25,08:38:00,"nan, Durham County",Durham County,42,white,male,e805444257,Durham Police Department,vehicular,FALSE,TRUE,FALSE,citation,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,Stop Light/Sign Violation,N,W,Citation Issued
